Id,Day,Calories,Steps,TotalMinutesAsleep,IntensityGroup,FitnessGroup
4319703577,2016-04-22,1886,4500,533.0,0,2
4319703577,2016-04-23,1945,4935,692.0,0,2
4319703577,2016-04-24,1880,4081,467.0,0,2
4319703577,2016-04-25,2314,9259,488.0,0,3
4319703577,2016-04-26,2236,9899,505.0,0,3
4319703577,2016-04-27,2324,10780,286.0,0,3
4319703577,2016-04-28,2367,10817,497.0,1,3
4319703577,2016-04-29,2175,7990,523.0,0,2
4319703577,2016-04-30,2092,8221,490.0,0,2
4319703577,2016-05-01,1593,1251,484.0,0,2
4319703577,2016-05-02,2270,9261,478.0,0,3
4319703577,2016-05-03,2235,9648,474.0,0,3
4319703577,2016-05-06,2266,9524,450.0,0,3
4319703577,2016-05-07,2158,7937,507.0,0,2
4319703577,2016-05-08,1792,3672,602.0,0,2
4319703577,2016-05-09,2345,10378,535.0,0,3
4319703577,2016-05-10,2260,9487,487.0,0,3
4319703577,2016-05-11,2232,9129,529.0,0,2
4319703577,2016-05-12,257,17,302.0,0,2
4388161847,2016-04-15,3066,8758,499.0,0,1
4388161847,2016-04-16,3073,6580,426.0,0,1
4388161847,2016-04-17,2572,4660,619.0,0,2
4388161847,2016-04-18,3274,11009,99.0,1,0
4388161847,2016-04-19,3015,10181,329.0,1,1
4388161847,2016-04-20,3083,10553,421.0,0,1
4388161847,2016-04-21,3069,10055,442.0,0,1
4388161847,2016-04-22,3544,12139,82.0,1,0
4388161847,2016-04-23,3306,13236,478.0,1,1
4388161847,2016-04-24,2885,10243,552.0,1,1
4388161847,2016-04-26,2929,9461,319.0,0,1
4388161847,2016-04-27,3074,11193,439.0,0,1
4388161847,2016-04-28,2969,10074,428.0,1,1
4388161847,2016-04-30,3283,12533,409.0,0,1
4388161847,2016-05-01,2926,10255,547.0,0,1
4388161847,2016-05-02,3147,10096,368.0,1,1
4388161847,2016-05-04,3162,12375,390.0,1,1
4388161847,2016-05-05,2899,9603,471.0,0,1
4388161847,2016-05-05,2899,9603,471.0,0,1
4388161847,2016-05-07,4022,22770,472.0,1,1
4388161847,2016-05-08,3934,17298,529.0,1,1
4388161847,2016-05-09,3013,10218,62.0,0,0
4388161847,2016-05-10,3061,10299,354.0,0,1
4388161847,2016-05-11,2954,10201,469.0,0,1
4445114986,2016-04-12,2113,3276,429.0,0,2
4445114986,2016-04-13,2095,2961,370.0,0,2
4445114986,2016-04-14,2194,3974,441.0,0,2
4445114986,2016-04-15,2496,7198,337.0,0,3
4445114986,2016-04-16,2180,3945,462.0,0,2
4445114986,2016-04-17,1933,2268,98.0,0,0
4445114986,2016-04-19,1954,2064,388.0,0,2
4445114986,2016-04-20,1974,2072,439.0,0,2
4445114986,2016-04-21,2150,3809,436.0,0,2
4445114986,2016-04-22,2432,6831,388.0,0,3
4445114986,2016-04-25,2070,3385,328.0,0,2
4445114986,2016-04-26,2291,6326,353.0,1,3
4445114986,2016-04-27,2361,7243,332.0,1,3
4445114986,2016-04-28,2203,4493,419.0,0,2
4445114986,2016-04-29,2196,4676,106.0,0,0
4445114986,2016-04-30,2363,6222,322.0,0,3
4445114986,2016-05-01,2246,5232,439.0,0,2
4445114986,2016-05-02,2336,6910,502.0,1,2
4445114986,2016-05-03,2421,7502,417.0,1,3
4445114986,2016-05-04,2070,2923,337.0,0,2
4445114986,2016-05-05,2120,3800,462.0,0,2
4445114986,2016-05-06,2211,4514,374.0,0,2
4445114986,2016-05-07,2123,5183,401.0,1,2
4445114986,2016-05-08,2423,7303,361.0,0,3
4445114986,2016-05-09,2281,5275,457.0,0,2
4445114986,2016-05-10,2181,3915,405.0,0,2
4445114986,2016-05-11,2499,9105,499.0,1,1
4445114986,2016-05-12,1212,768,483.0,0,2
4558609924,2016-04-21,2486,13743,126.0,0,0
4558609924,2016-04-26,2223,9148,103.0,0,0
4558609924,2016-04-29,1918,7833,171.0,0,0
4558609924,2016-05-01,1692,3428,115.0,0,0
4558609924,2016-05-08,2666,6543,123.0,1,0
4702921684,2016-04-12,2947,7213,425.0,0,1
4702921684,2016-04-13,2898,6877,400.0,0,1
4702921684,2016-04-14,2984,7860,384.0,0,1
4702921684,2016-04-15,2896,6506,253.0,0,0
4702921684,2016-04-16,3328,11140,382.0,0,1
4702921684,2016-04-17,3394,12692,591.0,0,1
4702921684,2016-04-18,3013,9105,293.0,0,1
4702921684,2016-04-19,2812,6708,457.0,1,1
4702921684,2016-04-20,3061,8793,454.0,0,1
4702921684,2016-04-21,2729,6530,425.0,0,1
4702921684,2016-04-23,3691,15126,465.0,0,1
4702921684,2016-04-24,3538,15050,480.0,0,1
4702921684,2016-04-25,3064,9167,370.0,0,1
4702921684,2016-04-26,2784,6108,421.0,0,1
4702921684,2016-04-27,2908,7047,432.0,0,1
4702921684,2016-04-28,3033,9023,442.0,1,1
4702921684,2016-04-29,3165,9930,433.0,0,1
4702921684,2016-04-30,3115,10144,479.0,0,1
4702921684,2016-05-03,3145,9454,327.0,0,1
4702921684,2016-05-04,3004,8161,412.0,0,1
4702921684,2016-05-05,3006,8614,414.0,1,1
4702921684,2016-05-06,2859,6943,404.0,0,1
4702921684,2016-05-07,3683,14370,520.0,0,1
4702921684,2016-05-07,3683,14370,520.0,0,1
4702921684,2016-05-09,2990,8232,435.0,0,1
4702921684,2016-05-10,3172,10613,416.0,0,1
4702921684,2016-05-11,3069,9810,354.0,0,1
4702921684,2016-05-12,1240,2752,404.0,0,2
5553957443,2016-04-12,2026,11596,441.0,1,3
5553957443,2016-04-13,1718,4832,455.0,0,2
5553957443,2016-04-14,2324,17022,357.0,1,3
5553957443,2016-04-15,2254,16556,377.0,1,3
5553957443,2016-04-16,1831,5771,651.0,0,2
5553957443,2016-04-17,1397,655,350.0,0,2
5553957443,2016-04-18,1683,3727,520.0,0,2
5553957443,2016-04-19,2284,15482,357.0,1,3
5553957443,2016-04-20,1570,2713,658.0,0,2
5553957443,2016-04-21,2066,12346,399.0,1,3
5553957443,2016-04-22,2105,11682,322.0,1,3
5553957443,2016-04-23,1776,4112,631.0,0,2
5553957443,2016-04-24,1507,1807,553.0,0,2
5553957443,2016-04-25,2033,10946,433.0,1,3
5553957443,2016-04-26,2093,11886,412.0,1,3
5553957443,2016-04-27,1922,10538,347.0,0,3
5553957443,2016-04-28,1999,11393,421.0,1,3
5553957443,2016-04-29,2169,12764,450.0,1,3
5553957443,2016-04-30,1463,1202,775.0,0,2
5553957443,2016-05-01,1747,5164,622.0,0,2
5553957443,2016-05-02,1996,9769,409.0,1,3
5553957443,2016-05-03,2116,12848,380.0,0,3
5553957443,2016-05-04,1698,4249,447.0,0,2
5553957443,2016-05-05,2156,14331,419.0,1,3
5553957443,2016-05-06,1916,9632,400.0,1,3
5553957443,2016-05-07,1494,1868,442.0,0,2
5553957443,2016-05-08,1762,6083,568.0,0,2
5553957443,2016-05-09,2272,11611,453.0,1,3
5553957443,2016-05-10,2335,16358,418.0,1,3
5553957443,2016-05-11,1693,4926,463.0,0,2
5553957443,2016-05-12,741,3121,438.0,1,2
5577150313,2016-04-12,3405,8135,419.0,1,1
5577150313,2016-04-13,2551,5077,432.0,1,2
5577150313,2016-04-14,4022,8596,477.0,1,1
5577150313,2016-04-15,4005,12087,392.0,1,1
5577150313,2016-04-16,4274,14269,406.0,1,1
5577150313,2016-04-17,4552,12231,549.0,1,1
5577150313,2016-04-18,3625,9893,527.0,1,1
5577150313,2016-04-19,3501,12574,449.0,1,1
5577150313,2016-04-20,3192,8330,447.0,1,1
5577150313,2016-04-21,4018,10830,414.0,1,1
5577150313,2016-04-22,3329,9172,338.0,1,1
5577150313,2016-04-23,3152,7638,384.0,0,1
5577150313,2016-04-24,4392,15764,543.0,1,1
5577150313,2016-04-25,3374,6393,421.0,1,1
5577150313,2016-04-26,3088,5325,354.0,1,1
5577150313,2016-04-27,3294,6805,424.0,1,1
5577150313,2016-04-28,3580,9841,361.0,1,1
5577150313,2016-04-29,3544,7924,459.0,1,1
5577150313,2016-04-30,4501,12363,412.0,1,1
5577150313,2016-05-01,4546,13368,379.0,1,1
5577150313,2016-05-02,3014,7439,525.0,1,1
5577150313,2016-05-03,3795,11045,508.0,1,1
5577150313,2016-05-04,2755,5206,603.0,1,2
5577150313,2016-05-05,3004,7550,74.0,1,0
5577150313,2016-05-10,3841,8869,504.0,1,1
5577150313,2016-05-11,1665,4038,431.0,1,2
6117666160,2016-04-16,2828,14450,380.0,0,1
6117666160,2016-04-17,2225,7150,336.0,0,3
6117666160,2016-04-18,2018,5153,493.0,0,2
6117666160,2016-04-19,2606,11135,465.0,0,1
6117666160,2016-04-20,2536,10449,474.0,1,1
6117666160,2016-04-21,4900,19542,508.0,0,1
6117666160,2016-04-22,2409,8206,480.0,0,2
6117666160,2016-04-23,2651,11495,492.0,0,1
6117666160,2016-04-24,2305,7623,353.0,0,3
6117666160,2016-04-27,2576,9411,542.0,0,1
6117666160,2016-04-28,1879,3403,393.0,0,2
6117666160,2016-04-29,2560,9592,600.0,0,1
6117666160,2016-05-01,2361,8915,507.0,0,2
6117666160,2016-05-05,2636,9799,392.0,0,1
6117666160,2016-05-06,1838,3365,658.0,0,2
6117666160,2016-05-07,2469,7336,498.0,0,2
6117666160,2016-05-08,2250,7328,555.0,0,2
6117666160,2016-05-09,1248,4477,492.0,0,2
6775888955,2016-04-13,2400,4053,235.0,0,0
6775888955,2016-04-14,2507,5162,423.0,0,2
6775888955,2016-04-15,2127,1282,391.0,0,2
6962181067,2016-04-12,1994,10199,366.0,1,3
6962181067,2016-04-13,1718,5652,630.0,0,2
6962181067,2016-04-14,1466,1551,508.0,0,2
6962181067,2016-04-15,1756,5563,370.0,0,2
6962181067,2016-04-16,2173,13217,357.0,1,3
6962181067,2016-04-17,2027,10145,427.0,0,3
6962181067,2016-04-18,2039,11404,442.0,0,3
6962181067,2016-04-19,2046,10742,476.0,0,3
6962181067,2016-04-20,2174,13928,418.0,1,3
6962181067,2016-04-21,2179,11835,451.0,1,3
6962181067,2016-04-22,2086,10725,425.0,0,3
6962181067,2016-04-23,2571,20031,528.0,1,3
6962181067,2016-04-24,1705,5029,511.0,0,2
6962181067,2016-04-25,2194,13239,400.0,1,3
6962181067,2016-04-26,2012,10433,441.0,1,3
6962181067,2016-04-27,2034,10320,455.0,0,3
6962181067,2016-04-28,2182,12627,440.0,1,3
6962181067,2016-04-29,2254,10762,433.0,0,3
6962181067,2016-04-30,2002,10081,422.0,1,3
6962181067,2016-05-01,1740,5454,411.0,0,2
6962181067,2016-05-02,2162,12912,466.0,0,3
6962181067,2016-05-03,2072,12109,394.0,0,3
6962181067,2016-05-04,2086,10147,442.0,0,3
6962181067,2016-05-05,2066,10524,467.0,0,3
6962181067,2016-05-06,1850,5908,443.0,0,2
6962181067,2016-05-07,1947,6815,298.0,0,3
6962181067,2016-05-08,1659,4188,541.0,0,2
6962181067,2016-05-09,2105,12342,489.0,1,3
6962181067,2016-05-10,2361,15448,469.0,1,3
6962181067,2016-05-11,1855,6722,452.0,1,2
6962181067,2016-05-12,928,3587,516.0,0,2
7007744171,2016-04-16,2076,4631,79.0,0,0
7007744171,2016-05-01,2225,5600,58.0,0,0
7086361926,2016-04-12,2772,11317,514.0,1,1
7086361926,2016-04-13,2516,5813,451.0,1,2
7086361926,2016-04-14,2734,9123,472.0,1,1
7086361926,2016-04-15,2395,8585,377.0,1,3
7086361926,2016-04-19,2944,10688,472.0,0,1
7086361926,2016-04-20,2997,14365,492.0,1,1
7086361926,2016-04-21,2463,9469,390.0,1,3
7086361926,2016-04-22,2846,9753,428.0,0,1
7086361926,2016-04-24,2049,3520,681.0,0,2
7086361926,2016-04-25,2752,10091,446.0,1,1
7086361926,2016-04-26,2781,10387,485.0,1,1
7086361926,2016-04-27,2693,11107,469.0,1,1
7086361926,2016-04-28,2862,11584,354.0,1,1
7086361926,2016-04-30,2995,14560,485.0,1,1
7086361926,2016-05-01,2730,12390,388.0,1,1
7086361926,2016-05-02,2754,10052,440.0,1,1
7086361926,2016-05-03,2754,10288,456.0,1,1
7086361926,2016-05-04,2655,10988,420.0,1,1
7086361926,2016-05-06,2924,12461,322.0,1,1
7086361926,2016-05-07,2739,12827,530.0,0,1
7086361926,2016-05-08,2534,10677,481.0,1,1
7086361926,2016-05-09,2960,13566,427.0,1,1
7086361926,2016-05-11,2735,9572,451.0,1,1
7086361926,2016-05-12,1199,3789,444.0,1,2
8053475328,2016-04-20,3043,15108,486.0,1,1
8053475328,2016-04-23,3554,22359,331.0,1,1
8053475328,2016-05-07,3331,19769,74.0,1,0
8378563200,2016-04-12,3635,7626,338.0,1,1
8378563200,2016-04-13,4079,12386,447.0,1,1
8378563200,2016-04-14,4163,13318,424.0,1,1
8378563200,2016-04-15,3666,14461,513.0,1,1
8378563200,2016-04-16,3363,11207,611.0,1,1
8378563200,2016-04-17,2572,2132,525.0,0,2
8378563200,2016-04-18,4157,13630,398.0,1,1
8378563200,2016-04-19,4092,13070,387.0,1,1
8378563200,2016-04-20,3787,9388,381.0,1,1
8378563200,2016-04-21,4236,15148,396.0,1,1
8378563200,2016-04-22,4044,12200,441.0,1,1
8378563200,2016-04-23,2908,5709,565.0,1,2
8378563200,2016-04-24,2741,3703,458.0,0,2
8378563200,2016-04-25,4005,12405,388.0,1,1
8378563200,2016-04-25,4005,12405,388.0,1,1
8378563200,2016-04-26,3763,16208,550.0,1,1
8378563200,2016-04-27,3061,7359,531.0,0,1
8378563200,2016-04-28,2884,5417,506.0,1,2
8378563200,2016-04-29,2982,6175,527.0,0,1
8378563200,2016-04-30,2660,2946,468.0,0,2
8378563200,2016-05-01,3369,11419,475.0,1,1
8378563200,2016-05-02,3491,6064,351.0,1,1
8378563200,2016-05-03,3784,8712,405.0,1,1
8378563200,2016-05-04,3110,7875,441.0,1,1
8378563200,2016-05-05,3783,8567,381.0,1,1
8378563200,2016-05-06,3644,7045,323.0,1,1
8378563200,2016-05-07,2799,4468,459.0,0,2
8378563200,2016-05-08,2685,2943,545.0,0,2
8378563200,2016-05-09,3721,8382,359.0,1,1
8378563200,2016-05-10,3586,6582,342.0,1,1
8378563200,2016-05-11,3788,9143,368.0,1,1
8378563200,2016-05-12,1976,4561,496.0,1,2
8792009665,2016-04-12,2044,2564,458.0,0,2
8792009665,2016-04-13,1934,1320,531.0,0,2
8792009665,2016-04-14,1963,1219,486.0,0,2
8792009665,2016-04-15,2009,2483,363.0,0,2
8792009665,2016-04-20,2188,3147,528.0,0,2
8792009665,2016-04-22,2419,4068,391.0,0,2
8792009665,2016-04-23,2748,5245,339.0,0,1
8792009665,2016-04-27,2067,1758,423.0,0,2
8792009665,2016-04-28,2780,6157,402.0,0,1
8792009665,2016-04-29,3101,8360,398.0,0,1
8792009665,2016-04-30,2896,7174,343.0,0,1
8792009665,2016-05-01,1962,1619,503.0,0,2
8792009665,2016-05-02,2015,1831,415.0,0,2
8792009665,2016-05-03,2297,2421,516.0,0,2
8792009665,2016-05-04,2067,2283,439.0,0,2
